LOCUS,GS:LOCUS,GS:#Genot,GS:Obs.Het.,GS:Exp.Het. ,GS:P-value,GS:Sign,WD:LOCUS,WD:#Genot,WD:Obs.Het.,WD:Exp.Het. ,WD:P-value,WD:Sign,JS:LOCUS,JS:#Genot,JS:Obs.Het.,JS:Exp.Het. ,JS:P-value,JS:Sign,PD:LOCUS,PD:#Genot,PD:Obs.Het.,PD:Exp.Het. ,PD:P-value,PD:Sign,GD:LOCUS,GD:#Genot,GD:Obs.Het.,GD:Exp.Het. ,GD:P-value,GD:Sign,JD:LOCUS,JD:#Genot,JD:Obs.Het.,JD:Exp.Het. ,JD:P-value,JD:Sign,PS:LOCUS,PS:#Genot,PS:Obs.Het.,PS:Exp.Het. ,PS:P-value,PS:Sign
361:5 [101],GS101,,,,,m,WD101,9,0.33333,0.50327,0.49266,,JS101,,,,,m,PD101,,,,,m,GD101,10,0.00000,0.18947,0.05299,,JD101,,,,,m,PS101,,,,,m
368:23 [102],GS102,,,,,m,WD102,12,0.08333,0.08333,1.00000,,JS102,10,0.10000,0.10000,1.00000,,PD102,,,,,m,GD102,,,,,m,JD102,,,,,m,PS102,,,,,m
368:24 [103],GS103,10,0.10000,0.10000,1.00000,,WD103,,,,,m,JS103,,,,,m,PD103,,,,,m,GD103,10,0.10000,0.10000,1.00000,,JD103,,,,,m,PS103,,,,,m
368:39 [104],GS104,10,0.10000,0.10000,1.00000,,WD104,,,,,m,JS104,,,,,m,PD104,,,,,m,GD104,10,0.10000,0.10000,1.00000,,JD104,,,,,m,PS104,,,,,m
368:54 [105],GS105,9,0.22222,0.20915,1.00000,,WD105,,,,,m,JS105,10,0.10000,0.10000,1.00000,,PD105,,,,,m,GD105,,,,,m,JD105,,,,,m,PS105,,,,,m
368:66 [106],GS106,10,0.10000,0.10000,1.00000,,WD106,,,,,m,JS106,,,,,m,PD106,,,,,m,GD106,10,0.10000,0.10000,1.00000,,JD106,,,,,m,PS106,,,,,m
368:68 [107],GS107,10,0.10000,0.10000,1.00000,,WD107,,,,,m,JS107,,,,,m,PD107,,,,,m,GD107,10,0.10000,0.10000,1.00000,,JD107,,,,,m,PS107,,,,,m
369:16 [108],GS108,,,,,m,WD108,8,0.12500,0.32500,0.20044,,JS108,,,,,m,PD108,,,,,m,GD108,10,0.00000,0.18947,0.05262,,JD108,9,0.11111,0.11111,1.00000,,PS108,,,,,m
376:1 [109],GS109,,,,,m,WD109,8,0.25000,0.23333,1.00000,,JS109,,,,,m,PD109,,,,,m,GD109,,,,,m,JD109,,,,,m,PS109,,,,,m
376:27 [110],GS110,,,,,m,WD110,8,0.25000,0.23333,1.00000,,JS110,,,,,m,PD110,,,,,m,GD110,,,,,m,JD110,,,,,m,PS110,,,,,m
376:73 [111],GS111,,,,,m,WD111,8,0.25000,0.23333,1.00000,,JS111,,,,,m,PD111,,,,,m,GD111,,,,,m,JD111,,,,,m,PS111,,,,,m
382:8 [112],GS112,13,0.15385,0.14769,1.00000,,WD112,10,0.50000,0.39474,1.00000,,JS112,7,0.42857,0.36264,1.00000,,PD112,13,0.61538,0.44308,0.24543,,GD112,8,0.37500,0.32500,1.00000,,JD112,10,0.20000,0.33684,0.30666,,PS112,,,,,m
382:24 [113],GS113,13,0.15385,0.14769,1.00000,,WD113,10,0.50000,0.39474,1.00000,,JS113,7,0.42857,0.36264,1.00000,,PD113,13,0.61538,0.44308,0.24339,,GD113,8,0.37500,0.32500,1.00000,,JD113,10,0.20000,0.33684,0.30707,,PS113,,,,,m
382:58 [114],GS114,13,0.23077,0.21231,1.00000,,WD114,9,0.44444,0.36601,1.00000,,JS114,7,0.42857,0.36264,1.00000,,PD114,13,0.61538,0.44308,0.24468,,GD114,8,0.37500,0.32500,1.00000,,JD114,10,0.20000,0.33684,0.30709,,PS114,,,,,m
383:22 [115],GS115,,,,,m,WD115,,,,,m,JS115,13,0.15385,0.14769,1.00000,,PD115,,,,,m,GD115,,,,,m,JD115,,,,,m,PS115,11,0.09091,0.09091,1.00000,
383:67 [116],GS116,,,,,m,WD116,,,,,m,JS116,13,0.15385,0.14769,1.00000,,PD116,,,,,m,GD116,,,,,m,JD116,,,,,m,PS116,11,0.09091,0.09091,1.00000,
386:64 [117],GS117,,,,,m,WD117,14,0.07143,0.07143,1.00000,,JS117,,,,,m,PD117,,,,,m,GD117,,,,,m,JD117,12,0.00000,0.15942,0.04321,Sd,PS117,,,,,m
389:71 [118],GS118,,,,,m,WD118,14,0.14286,0.13757,1.00000,,JS118,,,,,m,PD118,,,,,m,GD118,,,,,m,JD118,,,,,m,PS118,,,,,m
395:18 [119],GS119,,,,,m,WD119,,,,,m,JS119,,,,,m,PD119,,,,,m,GD119,,,,,m,JD119,,,,,m,PS119,9,0.22222,0.20915,1.00000,
395:51 [120],GS120,14,0.07143,0.07143,1.00000,,WD120,12,0.16667,0.15942,1.00000,,JS120,,,,,m,PD120,14,0.07143,0.07143,1.00000,,GD120,11,0.09091,0.09091,1.00000,,JD120,11,0.18182,0.17316,1.00000,,PS120,,,,,m
395:59 [121],GS121,14,0.00000,0.13757,0.03717,Sd,WD121,12,0.00000,0.28986,0.00623,Sd,JS121,,,,,m,PD121,14,0.14286,0.25397,0.21762,,GD121,10,0.00000,0.18947,0.05253,,JD121,11,0.00000,0.31169,0.00766,Sd,PS121,9,0.22222,0.20915,1.00000,
395:63 [122],GS122,14,0.00000,0.13757,0.03712,Sd,WD122,12,0.00000,0.28986,0.00626,Sd,JS122,,,,,m,PD122,14,0.07143,0.19841,0.11107,,GD122,11,0.00000,0.17316,0.04769,Sd,JD122,11,0.00000,0.31169,0.00751,Sd,PS122,,,,,m
395:71 [123],GS123,14,0.00000,0.13757,0.03704,Sd,WD123,12,0.00000,0.28986,0.00601,Sd,JS123,,,,,m,PD123,14,0.07143,0.19841,0.11094,,GD123,11,0.00000,0.17316,0.04837,Sd,JD123,11,0.00000,0.31169,0.00745,Sd,PS123,,,,,m
399:60 [124],GS124,,,,,m,WD124,12,0.33333,0.52174,0.28211,,JS124,,,,,m,PD124,17,0.00000,0.11408,0.03006,Sd,GD124,12,0.08333,0.48913,0.00614,Sd,JD124,12,0.25000,0.43116,0.19426,,PS124,,,,,m
408:51 [125],GS125,12,0.00000,0.15942,0.04354,Sd,WD125,,,,,m,JS125,11,0.00000,0.41558,0.00219,Sd,PD125,,,,,m,GD125,,,,,m,JD125,,,,,m,PS125,,,,,m
416:5 [126],GS126,,,,,m,WD126,,,,,m,JS126,,,,,m,PD126,10,0.00000,0.33684,0.00923,Sd,GD126,,,,,m,JD126,,,,,m,PS126,,,,,m
420:62 [127],GS127,15,0.00000,0.23908,0.00373,Sd,WD127,14,0.07143,0.07143,1.00000,,JS127,14,0.00000,0.13757,0.03730,Sd,PD127,,,,,m,GD127,,,,,m,JD127,,,,,m,PS127,12,0.41667,0.43116,1.00000,
427:4 [128],GS128,,,,,m,WD128,,,,,m,JS128,,,,,m,PD128,,,,,m,GD128,,,,,m,JD128,,,,,m,PS128,10,0.00000,0.18947,0.05238,
441:73 [129],GS129,11,0.00000,0.17316,0.04774,Sd,WD129,13,0.15385,0.14769,1.00000,,JS129,13,0.15385,0.44308,0.03393,Sd,PD129,,,,,m,GD129,11,0.00000,0.17316,0.04755,Sd,JD129,,,,,m,PS129,7,0.14286,0.36264,0.23066,
445:51 [130],GS130,14,0.00000,0.47619,0.00017,Sd,WD130,,,,,m,JS130,8,0.00000,0.23333,0.06652,,PD130,16,0.18750,0.17540,1.00000,,GD130,10,0.00000,0.33684,0.00903,Sd,JD130,11,0.18182,0.17316,1.00000,,PS130,8,0.00000,0.23333,0.06614,
445:72 [131],GS131,14,0.00000,0.47619,0.00014,Sd,WD131,,,,,m,JS131,8,0.00000,0.23333,0.06704,,PD131,16,0.18750,0.17540,1.00000,,GD131,10,0.00000,0.33684,0.00946,Sd,JD131,11,0.18182,0.17316,1.00000,,PS131,8,0.00000,0.23333,0.06690,
448:50 [132],GS132,13,0.00000,0.14769,0.04001,Sd,WD132,12,0.08333,0.22826,0.13001,,JS132,14,0.00000,0.13757,0.03642,Sd,PD132,,,,,m,GD132,13,0.00000,0.27077,0.00496,Sd,JD132,,,,,m,PS132,,,,,m
460:4 [133],GS133,9,0.22222,0.52288,0.17111,,WD133,13,0.15385,0.44308,0.03394,Sd,JS133,7,0.14286,0.49451,0.10471,,PD133,15,0.46667,0.50805,1.00000,,GD133,12,0.16667,0.39130,0.08972,,JD133,9,0.44444,0.52288,1.00000,,PS133,9,0.11111,0.42484,0.05906,
460:8 [134],GS134,9,0.22222,0.52288,0.17073,,WD134,13,0.15385,0.44308,0.03370,Sd,JS134,7,0.14286,0.49451,0.10496,,PD134,15,0.46667,0.50805,1.00000,,GD134,12,0.16667,0.39130,0.09029,,JD134,9,0.44444,0.52288,1.00000,,PS134,9,0.11111,0.42484,0.05919,
460:58 [135],GS135,9,0.22222,0.52288,0.17078,,WD135,13,0.15385,0.44308,0.03320,Sd,JS135,7,0.14286,0.49451,0.10476,,PD135,15,0.46667,0.50805,1.00000,,GD135,12,0.16667,0.39130,0.09002,,JD135,9,0.44444,0.52288,1.00000,,PS135,9,0.11111,0.42484,0.05836,
460:61 [136],GS136,9,0.22222,0.52288,0.17072,,WD136,13,0.15385,0.44308,0.03268,Sd,JS136,7,0.14286,0.49451,0.10520,,PD136,15,0.46667,0.50805,1.00000,,GD136,12,0.16667,0.39130,0.08932,,JD136,9,0.44444,0.52288,1.00000,,PS136,9,0.11111,0.42484,0.05877,
487:29 [137],GS137,10,0.00000,0.18947,0.05200,,WD137,,,,,m,JS137,,,,,m,PD137,12,0.08333,0.08333,1.00000,,GD137,,,,,m,JD137,,,,,m,PS137,,,,,m
490:18 [138],GS138,15,0.00000,0.40460,0.00021,Sd,WD138,13,0.30769,0.51692,0.26181,,JS138,11,0.00000,0.17316,0.04798,Sd,PD138,16,0.18750,0.46573,0.02534,Sd,GD138,12,0.08333,0.22826,0.13017,,JD138,10,0.10000,0.10000,1.00000,,PS138,11,0.09091,0.24675,0.14358,
493:58 [139],GS139,11,0.00000,0.41558,0.00214,Sd,WD139,11,0.09091,0.50649,0.00939,Sd,JS139,,,,,m,PD139,13,0.38462,0.50769,0.57292,,GD139,11,0.00000,0.48485,0.00110,Sd,JD139,11,0.00000,0.31169,0.00743,Sd,PS139,9,0.11111,0.50327,0.03135,Sd
505:31 [140],GS140,,,,,m,WD140,13,0.38462,0.40923,1.00000,,JS140,,,,,m,PD140,,,,,m,GD140,,,,,m,JD140,,,,,m,PS140,,,,,m
511:58 [141],GS141,12,0.00000,0.15942,0.04349,Sd,WD141,12,0.08333,0.22826,0.13063,,JS141,,,,,m,PD141,16,0.12500,0.12097,1.00000,,GD141,,,,,m,JD141,,,,,m,PS141,,,,,m
514:2 [142],GS142,12,0.00000,0.52174,0.00041,Sd,WD142,12,0.33333,0.46377,0.51776,,JS142,10,0.10000,0.47895,0.02182,Sd,PD142,11,0.18182,0.51948,0.06096,,GD142,10,0.00000,0.33684,0.00899,Sd,JD142,9,0.11111,0.50327,0.03170,Sd,PS142,8,0.12500,0.32500,0.19911,
514:36 [143],GS143,12,0.00000,0.52174,0.00028,Sd,WD143,12,0.33333,0.46377,0.51737,,JS143,10,0.10000,0.47895,0.02102,Sd,PD143,11,0.18182,0.51948,0.06070,,GD143,10,0.00000,0.33684,0.00903,Sd,JD143,9,0.11111,0.50327,0.03144,Sd,PS143,8,0.12500,0.32500,0.19965,
514:38 [144],GS144,12,0.00000,0.52174,0.00034,Sd,WD144,12,0.33333,0.46377,0.51772,,JS144,10,0.10000,0.47895,0.02182,Sd,PD144,11,0.18182,0.51948,0.06057,,GD144,10,0.00000,0.33684,0.00938,Sd,JD144,9,0.11111,0.50327,0.03198,Sd,PS144,8,0.12500,0.32500,0.19830,
514:55 [145],GS145,12,0.00000,0.52174,0.00033,Sd,WD145,12,0.33333,0.46377,0.51731,,JS145,10,0.10000,0.47895,0.02159,Sd,PD145,11,0.27273,0.50649,0.21605,,GD145,10,0.00000,0.33684,0.00924,Sd,JD145,9,0.11111,0.50327,0.03166,Sd,PS145,8,0.12500,0.32500,0.19993,
521:58 [146],GS146,,,,,m,WD146,,,,,m,JS146,9,0.11111,0.29412,0.17664,,PD146,,,,,m,GD146,,,,,m,JD146,,,,,m,PS146,,,,,m
522:68 [147],GS147,,,,,m,WD147,,,,,m,JS147,,,,,m,PD147,,,,,m,GD147,,,,,m,JD147,,,,,m,PS147,11,0.18182,0.17316,1.00000,
547:59 [148],GS148,11,0.81818,0.50649,0.06653,,WD148,12,0.83333,0.52174,0.07555,,JS148,9,0.88889,0.52288,0.05550,,PD148,16,0.75000,0.48387,0.03686,Se,GD148,11,0.72727,0.48485,0.19123,,JD148,10,0.90000,0.52105,0.04586,Se,PS148,11,0.72727,0.51948,0.25652,
551:52 [149],GS149,13,0.46154,0.36923,1.00000,,WD149,12,0.83333,0.50725,0.06302,,JS149,10,0.40000,0.33684,1.00000,,PD149,14,0.64286,0.45238,0.22100,,GD149,8,0.37500,0.32500,1.00000,,JD149,11,0.81818,0.52381,0.08927,,PS149,9,0.55556,0.42484,1.00000,
554:35 [150],GS150,15,0.00000,0.12874,0.03438,Sd,WD150,,,,,m,JS150,,,,,m,PD150,17,0.00000,0.21390,0.00292,Sd,GD150,12,0.16667,0.15942,1.00000,,JD150,11,0.00000,0.17316,0.04737,Sd,PS150,12,0.08333,0.08333,1.00000,
554:38 [151],GS151,15,0.00000,0.12874,0.03438,Sd,WD151,,,,,m,JS151,,,,,m,PD151,17,0.00000,0.21390,0.00283,Sd,GD151,12,0.16667,0.15942,1.00000,,JD151,11,0.00000,0.17316,0.04727,Sd,PS151,12,0.08333,0.08333,1.00000,
560:12 [152],GS152,,,,,m,WD152,13,0.23077,0.40923,0.16425,,JS152,,,,,m,PD152,,,,,m,GD152,,,,,m,JD152,,,,,m,PS152,8,0.12500,0.12500,1.00000,
560:41 [153],GS153,,,,,m,WD153,13,0.23077,0.40923,0.16481,,JS153,,,,,m,PD153,,,,,m,GD153,,,,,m,JD153,,,,,m,PS153,8,0.12500,0.12500,1.00000,
561:10 [154],GS154,13,0.07692,0.40923,0.00830,Sd,WD154,9,0.44444,0.52288,1.00000,,JS154,11,0.09091,0.24675,0.14292,,PD154,14,0.14286,0.47619,0.01356,Sd,GD154,12,0.00000,0.15942,0.04373,Sd,JD154,11,0.18182,0.48485,0.05880,,PS154,9,0.11111,0.50327,0.03120,Sd
561:32 [155],GS155,13,0.07692,0.40923,0.00849,Sd,WD155,9,0.44444,0.52288,1.00000,,JS155,11,0.09091,0.24675,0.14245,,PD155,14,0.14286,0.47619,0.01378,Sd,GD155,12,0.00000,0.15942,0.04313,Sd,JD155,11,0.18182,0.48485,0.05900,,PS155,9,0.11111,0.50327,0.03218,Sd
561:36 [156],GS156,13,0.07692,0.40923,0.00888,Sd,WD156,9,0.44444,0.52288,1.00000,,JS156,11,0.09091,0.24675,0.14313,,PD156,14,0.14286,0.47619,0.01376,Sd,GD156,12,0.00000,0.15942,0.04327,Sd,JD156,11,0.18182,0.48485,0.05903,,PS156,9,0.11111,0.50327,0.03150,Sd
564:34 [157],GS157,,,,,m,WD157,,,,,m,JS157,14,0.00000,0.25397,0.00448,Sd,PD157,,,,,m,GD157,,,,,m,JD157,,,,,m,PS157,,,,,m
565:32 [158],GS158,14,0.00000,0.34921,0.00091,Sd,WD158,12,0.41667,0.48913,1.00000,,JS158,12,0.08333,0.34420,0.03109,Sd,PD158,14,0.07143,0.19841,0.11079,,GD158,11,0.00000,0.41558,0.00222,Sd,JD158,,,,,m,PS158,8,0.37500,0.32500,1.00000,
568:13 [159],GS159,,,,,m,WD159,,,,,m,JS159,,,,,m,PD159,17,0.17647,0.25847,0.28824,,GD159,,,,,m,JD159,11,0.00000,0.17316,0.04761,Sd,PS159,,,,,m
568:14 [160],GS160,,,,,m,WD160,,,,,m,JS160,,,,,m,PD160,17,0.17647,0.25847,0.28731,,GD160,,,,,m,JD160,11,0.00000,0.17316,0.04774,Sd,PS160,,,,,m
568:15 [161],GS161,,,,,m,WD161,,,,,m,JS161,,,,,m,PD161,17,0.17647,0.25847,0.28909,,GD161,,,,,m,JD161,11,0.00000,0.17316,0.04775,Sd,PS161,,,,,m
590:47 [162],GS162,,,,,m,WD162,10,0.10000,0.10000,1.00000,,JS162,9,0.11111,0.42484,0.05840,,PD162,15,0.06667,0.18621,0.10351,,GD162,,,,,m,JD162,,,,,m,PS162,6,0.00000,0.48485,0.03048,Sd
597:65 [163],GS163,15,0.00000,0.12874,0.03426,Sd,WD163,14,0.42857,0.34921,1.00000,,JS163,12,0.00000,0.15942,0.04351,Sd,PD163,,,,,m,GD163,12,0.00000,0.15942,0.04247,Sd,JD163,,,,,m,PS163,12,0.16667,0.15942,1.00000,
603:46 [164],GS164,9,0.88889,0.52288,0.05604,,WD164,10,0.70000,0.52105,0.51941,,JS164,9,0.88889,0.52288,0.05585,,PD164,12,1.00000,0.52174,0.00193,Se,GD164,9,0.77778,0.50327,0.17684,,JD164,8,0.87500,0.52500,0.13897,,PS164,7,0.85714,0.52747,0.16070,
606:8 [165],GS165,12,0.00000,0.50725,0.00044,Sd,WD165,11,0.36364,0.41558,1.00000,,JS165,10,0.20000,0.44211,0.13300,,PD165,15,0.00000,0.23908,0.00377,Sd,GD165,10,0.10000,0.39474,0.04688,Sd,JD165,12,0.16667,0.50725,0.02877,Sd,PS165,9,0.11111,0.50327,0.03140,Sd
615:13 [166],GS166,12,0.08333,0.08333,1.00000,,WD166,8,0.12500,0.12500,1.00000,,JS166,8,0.25000,0.23333,1.00000,,PD166,9,0.11111,0.11111,1.00000,,GD166,8,0.25000,0.23333,1.00000,,JD166,9,0.22222,0.20915,1.00000,,PS166,,,,,m
617:40 [167],GS167,,,,,m,WD167,9,0.00000,0.20915,0.05891,,JS167,8,0.00000,0.50000,0.00697,Sd,PD167,,,,,m,GD167,9,0.00000,0.20915,0.05932,,JD167,,,,,m,PS167,10,0.10000,0.10000,1.00000,
619:71 [168],GS168,,,,,m,WD168,14,0.21429,0.19841,1.00000,,JS168,,,,,m,PD168,,,,,m,GD168,,,,,m,JD168,,,,,m,PS168,,,,,m
622:30 [169],GS169,10,0.90000,0.52105,0.04567,Se,WD169,10,0.60000,0.44211,0.47945,,JS169,11,0.63636,0.45455,0.47979,,PD169,10,0.60000,0.44211,0.48006,,GD169,12,0.50000,0.39130,0.52961,,JD169,9,0.66667,0.47059,0.45742,,PS169,9,0.77778,0.50327,0.17624,
622:32 [170],GS170,10,0.90000,0.52105,0.04520,Se,WD170,10,0.60000,0.44211,0.48030,,JS170,11,0.63636,0.45455,0.47930,,PD170,10,0.60000,0.44211,0.47971,,GD170,12,0.50000,0.39130,0.52981,,JD170,9,0.66667,0.47059,0.45783,,PS170,9,0.77778,0.50327,0.17621,
636:68 [171],GS171,,,,,m,WD171,12,0.08333,0.08333,1.00000,,JS171,13,0.00000,0.14769,0.03964,Sd,PD171,13,0.00000,0.14769,0.04062,Sd,GD171,10,0.10000,0.10000,1.00000,,JD171,9,0.00000,0.20915,0.05901,,PS171,,,,,m
643:20 [172],GS172,,,,,m,WD172,,,,,m,JS172,,,,,m,PD172,17,0.05882,0.16578,0.09133,,GD172,,,,,m,JD172,12,0.08333,0.08333,1.00000,,PS172,12,0.00000,0.15942,0.04367,Sd
643:67 [173],GS173,,,,,m,WD173,,,,,m,JS173,,,,,m,PD173,17,0.05882,0.16578,0.09142,,GD173,,,,,m,JD173,12,0.08333,0.08333,1.00000,,PS173,12,0.00000,0.15942,0.04349,Sd
651:50 [174],GS174,,,,,m,WD174,13,0.15385,0.36923,0.07654,,JS174,,,,,m,PD174,,,,,m,GD174,,,,,m,JD174,,,,,m,PS174,10,0.10000,0.10000,1.00000,
661:6 [175],GS175,15,0.00000,0.23908,0.00394,Sd,WD175,14,0.14286,0.50794,0.00972,Sd,JS175,14,0.07143,0.07143,1.00000,,PD175,16,0.18750,0.51411,0.01527,Sd,GD175,13,0.00000,0.36923,0.00122,Sd,JD175,12,0.00000,0.50725,0.00043,Sd,PS175,,,,,m
669:27 [176],GS176,13,0.00000,0.49231,0.00022,Sd,WD176,14,0.14286,0.34921,0.06464,,JS176,14,0.14286,0.47619,0.01374,Sd,PD176,17,0.29412,0.40107,0.52543,,GD176,13,0.00000,0.14769,0.03980,Sd,JD176,11,0.09091,0.09091,1.00000,,PS176,12,0.08333,0.51812,0.00423,Sd
674:75 [177],GS177,,,,,m,WD177,13,0.07692,0.40923,0.00881,Sd,JS177,12,0.00000,0.50725,0.00043,Sd,PD177,15,0.13333,0.23908,0.20407,,GD177,12,0.08333,0.22826,0.13054,,JD177,11,0.09091,0.09091,1.00000,,PS177,12,0.33333,0.50725,0.28975,
675:67 [178],GS178,,,,,m,WD178,13,0.15385,0.14769,1.00000,,JS178,13,0.15385,0.14769,1.00000,,PD178,,,,,m,GD178,,,,,m,JD178,,,,,m,PS178,9,0.11111,0.11111,1.00000,
675:75 [179],GS179,14,0.14286,0.13757,1.00000,,WD179,14,0.28571,0.25397,1.00000,,JS179,12,0.08333,0.08333,1.00000,,PD179,13,0.46154,0.36923,1.00000,,GD179,11,0.18182,0.17316,1.00000,,JD179,12,0.16667,0.15942,1.00000,,PS179,11,0.09091,0.09091,1.00000,
678:44 [180],GS180,15,0.00000,0.23908,0.00400,Sd,WD180,13,0.30769,0.27077,1.00000,,JS180,,,,,m,PD180,14,0.07143,0.19841,0.11082,,GD180,,,,,m,JD180,,,,,m,PS180,11,0.18182,0.17316,1.00000,
688:18 [181],GS181,15,0.00000,0.12874,0.03505,Sd,WD181,14,0.07143,0.07143,1.00000,,JS181,,,,,m,PD181,,,,,m,GD181,13,0.00000,0.14769,0.03994,Sd,JD181,12,0.08333,0.08333,1.00000,,PS181,,,,,m
692:12 [182],GS182,11,0.00000,0.31169,0.00761,Sd,WD182,9,0.11111,0.11111,1.00000,,JS182,9,0.22222,0.47059,0.16861,,PD182,10,0.10000,0.26842,0.15751,,GD182,11,0.00000,0.41558,0.00230,Sd,JD182,9,0.22222,0.52288,0.17150,,PS182,9,0.11111,0.29412,0.17645,
703:56 [183],GS183,,,,,m,WD183,10,0.20000,0.33684,0.30691,,JS183,11,0.09091,0.36797,0.03819,Sd,PD183,14,0.07143,0.19841,0.11067,,GD183,11,0.09091,0.09091,1.00000,,JD183,10,0.30000,0.39474,0.48041,,PS183,10,0.00000,0.18947,0.05306,
724:41 [184],GS184,14,0.78571,0.49471,0.03697,Se,WD184,13,0.07692,0.07692,1.00000,,JS184,14,0.71429,0.47619,0.09259,,PD184,17,0.52941,0.40107,0.27607,,GD184,12,0.33333,0.28986,1.00000,,JD184,11,0.63636,0.45455,0.47950,,PS184,11,0.72727,0.48485,0.19097,
727:53 [185],GS185,,,,,m,WD185,12,0.25000,0.34420,0.40409,,JS185,,,,,m,PD185,16,0.06250,0.06250,1.00000,,GD185,,,,,m,JD185,,,,,m,PS185,,,,,m
740:20 [186],GS186,15,0.00000,0.12874,0.03479,Sd,WD186,14,0.42857,0.50794,0.62116,,JS186,,,,,m,PD186,16,0.12500,0.48387,0.00447,Sd,GD186,12,0.08333,0.51812,0.00449,Sd,JD186,11,0.09091,0.24675,0.14255,,PS186,,,,,m
741:70 [187],GS187,,,,,m,WD187,13,0.23077,0.32308,0.37319,,JS187,,,,,m,PD187,16,0.00000,0.12097,0.03149,Sd,GD187,,,,,m,JD187,,,,,m,PS187,,,,,m
749:5 [188],GS188,15,0.80000,0.49655,0.02748,Se,WD188,14,0.85714,0.50794,0.02174,Se,JS188,14,0.78571,0.49471,0.03656,Se,PD188,16,0.81250,0.51411,0.03898,Se,GD188,13,0.84615,0.50769,0.02372,Se,JD188,12,0.75000,0.51812,0.23867,,PS188,12,0.83333,0.52174,0.07745,
755:52 [189],GS189,,,,,m,WD189,8,0.12500,0.52500,0.04913,Sd,JS189,10,0.00000,0.33684,0.00927,Sd,PD189,,,,,m,GD189,,,,,m,JD189,6,0.00000,0.30303,0.09127,,PS189,,,,,m
759:5 [190],GS190,14,0.07143,0.07143,1.00000,,WD190,13,0.15385,0.14769,1.00000,,JS190,14,0.07143,0.07143,1.00000,,PD190,,,,,m,GD190,,,,,m,JD190,,,,,m,PS190,,,,,m
768:58 [191],GS191,,,,,m,WD191,13,0.30769,0.44308,0.50785,,JS191,12,0.08333,0.08333,1.00000,,PD191,17,0.11765,0.11408,1.00000,,GD191,13,0.00000,0.14769,0.04015,Sd,JD191,,,,,m,PS191,12,0.00000,0.15942,0.04383,Sd
774:19 [192],GS192,14,0.00000,0.13757,0.03686,Sd,WD192,12,0.33333,0.39130,1.00000,,JS192,11,0.18182,0.48485,0.05990,,PD192,13,0.23077,0.32308,0.37336,,GD192,11,0.00000,0.51948,0.00072,Sd,JD192,12,0.00000,0.28986,0.00626,Sd,PS192,10,0.30000,0.52105,0.24399,
794:7 [193],GS193,13,0.07692,0.32308,0.02593,Sd,WD193,8,0.12500,0.45833,0.07667,,JS193,10,0.00000,0.33684,0.00869,Sd,PD193,11,0.18182,0.48485,0.05889,,GD193,11,0.18182,0.48485,0.05858,,JD193,8,0.12500,0.45833,0.07648,,PS193,9,0.00000,0.20915,0.05950,
798:11 [194],GS194,13,0.00000,0.14769,0.04040,Sd,WD194,,,,,m,JS194,,,,,m,PD194,14,0.00000,0.25397,0.00430,Sd,GD194,7,0.00000,0.26374,0.07711,,JD194,,,,,m,PS194,,,,,m
798:35 [195],GS195,13,0.76923,0.51692,0.11111,,WD195,10,1.00000,0.52632,0.00663,Se,JS195,8,0.87500,0.52500,0.13782,,PD195,12,0.91667,0.51812,0.01399,Se,GD195,7,1.00000,0.53846,0.03755,Se,JD195,8,0.87500,0.52500,0.13868,,PS195,8,1.00000,0.53333,0.02526,Se
798:39 [196],GS196,13,0.76923,0.51692,0.11123,,WD196,10,1.00000,0.52632,0.00678,Se,JS196,8,0.87500,0.52500,0.13873,,PD196,12,0.91667,0.51812,0.01441,Se,GD196,7,1.00000,0.53846,0.03740,Se,JD196,8,0.87500,0.52500,0.13890,,PS196,8,1.00000,0.53333,0.02505,Se
798:40 [197],GS197,13,0.76923,0.51692,0.11235,,WD197,10,1.00000,0.52632,0.00695,Se,JS197,8,0.87500,0.52500,0.13823,,PD197,12,0.91667,0.51812,0.01421,Se,GD197,7,1.00000,0.53846,0.03720,Se,JD197,8,0.87500,0.52500,0.13775,,PS197,8,1.00000,0.53333,0.02548,Se
799:49 [198],GS198,11,0.18182,0.31169,0.27857,,WD198,9,0.00000,0.52288,0.00277,Sd,JS198,9,0.11111,0.50327,0.03183,Sd,PD198,11,0.27273,0.36797,0.43839,,GD198,7,0.00000,0.52747,0.01158,Sd,JD198,9,0.22222,0.52288,0.17024,,PS198,8,0.12500,0.32500,0.20061,
826:43 [199],GS199,14,0.00000,0.34921,0.00101,Sd,WD199,12,0.25000,0.22826,1.00000,,JS199,13,0.23077,0.50769,0.08517,,PD199,13,0.15385,0.27077,0.23533,,GD199,10,0.10000,0.26842,0.15832,,JD199,9,0.11111,0.29412,0.17686,,PS199,9,0.33333,0.42484,1.00000,
830:6 [200],GS200,15,0.00000,0.49655,0.00008,Sd,WD200,13,0.30769,0.27077,1.00000,,JS200,14,0.00000,0.25397,0.00443,Sd,PD200,16,0.06250,0.35282,0.00407,Sd,GD200,13,0.15385,0.49231,0.01961,Sd,JD200,12,0.08333,0.48913,0.00623,Sd,PS200,12,0.16667,0.50725,0.02863,Sd
